Recipe	Ingredient	Specie	Quantity	Dry_matter	Energy	Water	Glucides	Lipids	Proteins	Richness	Phylogenetic_diversity	Weighted_phylogenetic_diversity	Shannon	Simpson	URL
Poivrons farcis riz et épices (végétarien)	Curry	NA	3 g	2.74 g	1230.0	8.8	2.63	14	14.5	7	115.33	17.17	1.62	1.07	https://www.marmiton.org/recettes/recette_poivrons-farcis-riz-et-epices-vegetarien_39545.aspx
Poivrons farcis riz et épices (végétarien)	Piment de cayenne	Capsicum annuum	3 g	2.76 g	1560.0	8.05	29.4	17.3	12	7	115.33	17.17	1.62	1.07	https://www.marmiton.org/recettes/recette_poivrons-farcis-riz-et-epices-vegetarien_39545.aspx
Poivrons farcis riz et épices (végétarien)	Ketchup	NA	30 g	8.67 g	420.0	71.1	21.4	0.19	1.27	7	115.33	17.17	1.62	1.07	https://www.marmiton.org/recettes/recette_poivrons-farcis-riz-et-epices-vegetarien_39545.aspx
Poivrons farcis riz et épices (végétarien)	Oignon	Allium cepa	120 g	12.48 g	NA	89.6	6.25	0.62	1.1	7	115.33	17.17	1.62	1.07	https://www.marmiton.org/recettes/recette_poivrons-farcis-riz-et-epices-vegetarien_39545.aspx
Poivrons farcis riz et épices (végétarien)	Mélange 4 épices	NA	3 g	2.75 g	1460.0	8.46	50.5	8.69	6.09	7	115.33	17.17	1.62	1.07	https://www.marmiton.org/recettes/recette_poivrons-farcis-riz-et-epices-vegetarien_39545.aspx
Steaks végétariens	Courgette	Cucurbita pepo	150 g	7.95 g	69.4	94.7	1.8	0.26	1.23	11	267.6	25.29	2.53	0.49	https://www.marmiton.org/recettes/recette_steaks-vegetariens_13685.aspx
Steaks végétariens	Pomme de terre	Solanum tuberosum	200 g	37.8 g	NA	81.1	NA	0.3	1.44	11	267.6	25.29	2.53	0.49	https://www.marmiton.org/recettes/recette_steaks-vegetariens_13685.aspx
Steaks végétariens	Carotte	Daucus carota	100 g	11.9 g	169.0	88.1	7.59	 0.5	0.63	11	267.6	25.29	2.53	0.49	https://www.marmiton.org/recettes/recette_steaks-vegetariens_13685.aspx
Steaks végétariens	Champignon	Dikarya	100 g	6.1 g	118.0	93.9	3.15	0.36	2.62	11	267.6	25.29	2.53	0.49	https://www.marmiton.org/recettes/recette_steaks-vegetariens_13685.aspx
Steaks végétariens	Maïs	Zea mays	200 g	49.2 g	447.0	75.4	18.4	1.68	2.82	11	267.6	25.29	2.53	0.49	https://www.marmiton.org/recettes/recette_steaks-vegetariens_13685.aspx
Steaks végétariens	Poivre	Piper nigrum	1 g	0.91 g	1380.0	9	39.5	7.5	13.3	11	267.6	25.29	2.53	0.49	https://www.marmiton.org/recettes/recette_steaks-vegetariens_13685.aspx
Steaks végétariens	Sel	NA	1 g	1.0 g	0.0	0.027	0	0	0	11	267.6	25.29	2.53	0.49	https://www.marmiton.org/recettes/recette_steaks-vegetariens_13685.aspx
Steaks végétariens	Persil	Petroselinum crispum	5 g	0.72 g	180.0	85.5	3.48	0.63	3.71	11	267.6	25.29	2.53	0.49	https://www.marmiton.org/recettes/recette_steaks-vegetariens_13685.aspx
Steaks végétariens	Ail	Allium sativum	40 g	12.88 g	470.0	67.8	18.6	 0.5	5.31	11	267.6	25.29	2.53	0.49	https://www.marmiton.org/recettes/recette_steaks-vegetariens_13685.aspx
Steaks végétariens	Farine	Triticum aestivum	15 g	13.12 g	1480.0	12.5	73.7	1	9.03	11	267.6	25.29	2.53	0.49	https://www.marmiton.org/recettes/recette_steaks-vegetariens_13685.aspx
Steaks végétariens	Huile	NA	15 g	15.0 g	3700.0	 0.03	0	100	 0.5	11	267.6	25.29	2.53	0.49	https://www.marmiton.org/recettes/recette_steaks-vegetariens_13685.aspx
Steaks végétariens	Oignon	Allium cepa	120 g	12.48 g	NA	89.6	6.25	0.62	1.1	11	267.6	25.29	2.53	0.49	https://www.marmiton.org/recettes/recette_steaks-vegetariens_13685.aspx
Steaks végétariens	Oeuf	Gallus gallus	80 g	18.96 g	584.0	76.3	0.27	9.83	12.7	11	267.6	25.29	2.53	0.49	https://www.marmiton.org/recettes/recette_steaks-vegetariens_13685.aspx
Aubergines farcies à la mozzarella	Tomate	Solanum lycopersicum	150 g	17.7 g	NA	88.2	8.53	0.2	2.05	7	162.0	39.93	-0.07	2.94	https://www.marmiton.org/recettes/recette_aubergines-farcies-a-la-mozzarella_24336.aspx
Aubergines farcies à la mozzarella	Huile d'olive	Olea europaea	30 g	29.97 g	3700.0	0.1	0	99.9	 0.5	7	162.0	39.93	-0.07	2.94	https://www.marmiton.org/recettes/recette_aubergines-farcies-a-la-mozzarella_24336.aspx
Aubergines farcies à la mozzarella	Poivre	Piper nigrum	1 g	0.91 g	1380.0	9	39.5	7.5	13.3	7	162.0	39.93	-0.07	2.94	https://www.marmiton.org/recettes/recette_aubergines-farcies-a-la-mozzarella_24336.aspx
Aubergines farcies à la mozzarella	Sel	NA	1 g	1.0 g	0.0	0.027	0	0	0	7	162.0	39.93	-0.07	2.94	https://www.marmiton.org/recettes/recette_aubergines-farcies-a-la-mozzarella_24336.aspx
Aubergines farcies à la mozzarella	Thym	Thymus vulgaris	3 g	1.05 g	446.0	65.1	10.5	1.68	5.56	7	162.0	39.93	-0.07	2.94	https://www.marmiton.org/recettes/recette_aubergines-farcies-a-la-mozzarella_24336.aspx
Aubergines farcies à la mozzarella	Basilic	Ocimum basilicum	3 g	0.25 g	145.0	91.7	2.55	0.47	3.35	7	162.0	39.93	-0.07	2.94	https://www.marmiton.org/recettes/recette_aubergines-farcies-a-la-mozzarella_24336.aspx
Aubergines farcies à la mozzarella	Persil	Petroselinum crispum	3 g	0.44 g	180.0	85.5	3.48	0.63	3.71	7	162.0	39.93	-0.07	2.94	https://www.marmiton.org/recettes/recette_aubergines-farcies-a-la-mozzarella_24336.aspx
Aubergines farcies à la mozzarella	Mozzarella	Bos taurus	450 g	167.85 g	943.0	62.7	0.75	17.7	16.5	7	162.0	39.93	-0.07	2.94	https://www.marmiton.org/recettes/recette_aubergines-farcies-a-la-mozzarella_24336.aspx
Risotto au taleggio	Bouillon de légumes	NA	50 cl	10.0 g	22.7	98	0.65	0.16	0.34	6	146.0	34.48	-0.65	5.59	https://www.marmiton.org/recettes/recette_risotto-au-taleggio_383608.aspx
Risotto au taleggio	Noisettes	Corylus avellana	100 g	92.7 g	NA	7.3	7.16	56.9	14.4	6	146.0	34.48	-0.65	5.59	https://www.marmiton.org/recettes/recette_risotto-au-taleggio_383608.aspx
Risotto au taleggio	Vin blanc	Vitis	20 cl	24.4 g	NA	87.8	4.04	0	 0.5	6	146.0	34.48	-0.65	5.59	https://www.marmiton.org/recettes/recette_risotto-au-taleggio_383608.aspx
Risotto au taleggio	Huile d'olive	Olea europaea	15 g	14.98 g	3700.0	0.1	0	99.9	 0.5	6	146.0	34.48	-0.65	5.59	https://www.marmiton.org/recettes/recette_risotto-au-taleggio_383608.aspx
Risotto au taleggio	Sel	NA	1 g	1.0 g	0.0	0.027	0	0	0	6	146.0	34.48	-0.65	5.59	https://www.marmiton.org/recettes/recette_risotto-au-taleggio_383608.aspx
Risotto au taleggio	Poivre	Piper nigrum	1 g	0.91 g	1380.0	9	39.5	7.5	13.3	6	146.0	34.48	-0.65	5.59	https://www.marmiton.org/recettes/recette_risotto-au-taleggio_383608.aspx
Risotto au taleggio	Oignon	Allium cepa	120 g	12.48 g	NA	89.6	6.25	0.62	1.1	6	146.0	34.48	-0.65	5.59	https://www.marmiton.org/recettes/recette_risotto-au-taleggio_383608.aspx
Risotto au taleggio	Taleggio	Bos taurus	400 g	215.2 g	1400.0	46.2	0.56	27.4	21.8	6	146.0	34.48	-0.65	5.59	https://www.marmiton.org/recettes/recette_risotto-au-taleggio_383608.aspx
Tarte verte	Poireau	Allium ampeloprasum	200 g	24.8 g	136.0	87.6	4.9	0.25	1.49	9	258.0	36.55	1.76	0.43	https://www.marmiton.org/recettes/recette_tarte-verte_29762.aspx
Tarte verte	Céleri	Apium graveolens	100 g	6.6 g	73.4	93.4	2.41	 0.5	0.63	9	258.0	36.55	1.76	0.43	https://www.marmiton.org/recettes/recette_tarte-verte_29762.aspx
Tarte verte	Huile d'olive	Olea europaea	15 g	14.98 g	3700.0	0.1	0	99.9	 0.5	9	258.0	36.55	1.76	0.43	https://www.marmiton.org/recettes/recette_tarte-verte_29762.aspx
Tarte verte	Cumin en poudre	Cuminum cyminum	5 g	4.6 g	1780.0	8.06	33.7	22.3	17.8	9	258.0	36.55	1.76	0.43	https://www.marmiton.org/recettes/recette_tarte-verte_29762.aspx
Tarte verte	Aneth	Anethum graveolens	3 g	0.42 g	202.0	86	3.9	1.1	3.93	9	258.0	36.55	1.76	0.43	https://www.marmiton.org/recettes/recette_tarte-verte_29762.aspx
Tarte verte	Poivre	Piper nigrum	1 g	0.91 g	1380.0	9	39.5	7.5	13.3	9	258.0	36.55	1.76	0.43	https://www.marmiton.org/recettes/recette_tarte-verte_29762.aspx
Tarte verte	Sel	NA	1 g	1.0 g	0.0	0.027	0	0	0	9	258.0	36.55	1.76	0.43	https://www.marmiton.org/recettes/recette_tarte-verte_29762.aspx
Tarte verte	Laitue	Lactuca virosa	150 g	7.05 g	NA	95.3	1.33	0.2	1.3	9	258.0	36.55	1.76	0.43	https://www.marmiton.org/recettes/recette_tarte-verte_29762.aspx
Tarte verte	Oeuf	Gallus gallus	240 g	56.88 g	584.0	76.3	0.27	9.83	12.7	9	258.0	36.55	1.76	0.43	https://www.marmiton.org/recettes/recette_tarte-verte_29762.aspx
Tarte verte	Crème fraîche	Bos taurus	30 g	10.35 g	1250.0	65.5	2.8	30.7	3	9	258.0	36.55	1.76	0.43	https://www.marmiton.org/recettes/recette_tarte-verte_29762.aspx
Flan de poireaux au basilic	Basilic	Ocimum basilicum	5 g	0.42 g	145.0	91.7	2.55	0.47	3.35	4	172.0	32.46	1.1	0.76	https://www.marmiton.org/recettes/recette_flan-de-poireaux-au-basilic_20885.aspx
Flan de poireaux au basilic	Poivre	Piper nigrum	1 g	0.91 g	1380.0	9	39.5	7.5	13.3	4	172.0	32.46	1.1	0.76	https://www.marmiton.org/recettes/recette_flan-de-poireaux-au-basilic_20885.aspx
Flan de poireaux au basilic	Sel	NA	1 g	1.0 g	0.0	0.027	0	0	0	4	172.0	32.46	1.1	0.76	https://www.marmiton.org/recettes/recette_flan-de-poireaux-au-basilic_20885.aspx
Flan de poireaux au basilic	Margarine	NA	25 g	NA	2970.0	NA	 0.5	80	 0.5	4	172.0	32.46	1.1	0.76	https://www.marmiton.org/recettes/recette_flan-de-poireaux-au-basilic_20885.aspx
Flan de poireaux au basilic	Oeuf	Gallus gallus	240 g	56.88 g	584.0	76.3	0.27	9.83	12.7	4	172.0	32.46	1.1	0.76	https://www.marmiton.org/recettes/recette_flan-de-poireaux-au-basilic_20885.aspx
Flan de poireaux au basilic	Crème fraîche	Bos taurus	125 g	43.12 g	1250.0	65.5	2.8	30.7	3	4	172.0	32.46	1.1	0.76	https://www.marmiton.org/recettes/recette_flan-de-poireaux-au-basilic_20885.aspx
Flan de poireaux au basilic	Fromage râpé	Bos taurus	75 g	46.5 g	1530.0	38	NA	28.6	28.1	4	172.0	32.46	1.1	0.76	https://www.marmiton.org/recettes/recette_flan-de-poireaux-au-basilic_20885.aspx
Pâtes aux noix et à la sauge	Pain de mie	Triticum	100 g	64.6 g	1110.0	35.4	43.7	4.06	8.51	6	225.14	NA	NA	NA	https://www.marmiton.org/recettes/recette_pates-aux-noix-et-a-la-sauge_35514.aspx
Pâtes aux noix et à la sauge	Ail	Allium sativum	40 g	12.88 g	470.0	67.8	18.6	 0.5	5.31	6	225.14	NA	NA	NA	https://www.marmiton.org/recettes/recette_pates-aux-noix-et-a-la-sauge_35514.aspx
Pâtes aux noix et à la sauge	Parmesan	Bos taurus	40 g	27.84 g	1690.0	30.4	NA	31	31.1	6	225.14	NA	NA	NA	https://www.marmiton.org/recettes/recette_pates-aux-noix-et-a-la-sauge_35514.aspx
Pâtes aux noix et à la sauge	Sauge	Salvia pratensis	5 g	0.72 g	152.0	85.6	0.97	 0.5	4	6	225.14	NA	NA	NA	https://www.marmiton.org/recettes/recette_pates-aux-noix-et-a-la-sauge_35514.aspx
Pâtes aux noix et à la sauge	Cerneau de noix	Juglans regia	50 g	48.0 g	NA	4	6.88	67.3	13.3	6	225.14	NA	NA	NA	https://www.marmiton.org/recettes/recette_pates-aux-noix-et-a-la-sauge_35514.aspx
Pâtes aux noix et à la sauge	Poivre	Piper nigrum	1 g	0.91 g	1380.0	9	39.5	7.5	13.3	6	225.14	NA	NA	NA	https://www.marmiton.org/recettes/recette_pates-aux-noix-et-a-la-sauge_35514.aspx
Pâtes aux noix et à la sauge	Sel	NA	1 g	1.0 g	0.0	0.027	0	0	0	6	225.14	NA	NA	NA	https://www.marmiton.org/recettes/recette_pates-aux-noix-et-a-la-sauge_35514.aspx
Pâtes aux noix et à la sauge	Farfalle	Triticum	300 g	NA	NA	NA	NA	NA	NA	6	225.14	NA	NA	NA	https://www.marmiton.org/recettes/recette_pates-aux-noix-et-a-la-sauge_35514.aspx
Pâtes aux noix et à la sauge	Crème fraîche	Bos taurus	20 cl	69.0 g	1250.0	65.5	2.8	30.7	3	6	225.14	NA	NA	NA	https://www.marmiton.org/recettes/recette_pates-aux-noix-et-a-la-sauge_35514.aspx
gnocchi de patate douce	Fécule de pomme de terre	Solanum tuberosum	90 g	78.57 g	1480.0	12.7	86.3	0.2	0	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_gnocchi-de-patate-douce_392192.aspx
gnocchi de patate douce	Muscade	Myristica fragrans	5 g	4.69 g	2100.0	6.22	28.5	36.3	5.3	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_gnocchi-de-patate-douce_392192.aspx
gnocchi de patate douce	Parmesan râpé	Bos taurus	50 g	34.8 g	1690.0	30.4	NA	31	31.1	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_gnocchi-de-patate-douce_392192.aspx
gnocchi de patate douce	Basilic	Ocimum basilicum	5 g	0.42 g	145.0	91.7	2.55	0.47	3.35	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_gnocchi-de-patate-douce_392192.aspx
gnocchi de patate douce	Sel	NA	1 g	1.0 g	0.0	0.027	0	0	0	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_gnocchi-de-patate-douce_392192.aspx
gnocchi de patate douce	Poivre	Piper nigrum	1 g	0.91 g	1380.0	9	39.5	7.5	13.3	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_gnocchi-de-patate-douce_392192.aspx
gnocchi de patate douce	Patate douce	Ipomoea batatas	500 g	184.5 g	NA	63.1	19.3	NA	NA	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_gnocchi-de-patate-douce_392192.aspx
gnocchi de patate douce	Jaune d'oeuf	Gallus gallus	35 g	17.39 g	1410.0	50.3	1.31	30.1	16	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_gnocchi-de-patate-douce_392192.aspx
gnocchi de patate douce	Crème fraîche	Bos taurus	60 g	20.7 g	1250.0	65.5	2.8	30.7	3	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_gnocchi-de-patate-douce_392192.aspx
gnocchi de patate douce	Beurre	Bos taurus	50 g	42.3 g	3100.0	15.4	0.9	82.9	0.7	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_gnocchi-de-patate-douce_392192.aspx
Beignets végétariens à la tomate	Fécule de pomme de terre	Solanum tuberosum	90 g	78.57 g	1480.0	12.7	86.3	0.2	0	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_beignets-vegetariens-a-la-tomate_53417.aspx
Beignets végétariens à la tomate	Muscade	Myristica fragrans	5 g	4.69 g	2100.0	6.22	28.5	36.3	5.3	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_beignets-vegetariens-a-la-tomate_53417.aspx
Beignets végétariens à la tomate	Parmesan râpé	Bos taurus	50 g	34.8 g	1690.0	30.4	NA	31	31.1	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_beignets-vegetariens-a-la-tomate_53417.aspx
Beignets végétariens à la tomate	Basilic	Ocimum basilicum	5 g	0.42 g	145.0	91.7	2.55	0.47	3.35	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_beignets-vegetariens-a-la-tomate_53417.aspx
Beignets végétariens à la tomate	Sel	NA	1 g	1.0 g	0.0	0.027	0	0	0	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_beignets-vegetariens-a-la-tomate_53417.aspx
Beignets végétariens à la tomate	Poivre	Piper nigrum	1 g	0.91 g	1380.0	9	39.5	7.5	13.3	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_beignets-vegetariens-a-la-tomate_53417.aspx
Beignets végétariens à la tomate	Patate douce	Ipomoea batatas	500 g	184.5 g	NA	63.1	19.3	NA	NA	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_beignets-vegetariens-a-la-tomate_53417.aspx
Beignets végétariens à la tomate	Jaune d'oeuf	Gallus gallus	35 g	17.39 g	1410.0	50.3	1.31	30.1	16	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_beignets-vegetariens-a-la-tomate_53417.aspx
Beignets végétariens à la tomate	Crème fraîche	Bos taurus	60 g	20.7 g	1250.0	65.5	2.8	30.7	3	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_beignets-vegetariens-a-la-tomate_53417.aspx
Beignets végétariens à la tomate	Beurre	Bos taurus	50 g	42.3 g	3100.0	15.4	0.9	82.9	0.7	7	281.5	30.82	0.66	4.59	https://www.marmiton.org/recettes/recette_beignets-vegetariens-a-la-tomate_53417.aspx

